"","SAMPLE_ID","SumOfLength.cm.","SumOfProjArea.cm2.","SumOfSurfArea.cm2.","SumOfAvgDiam.mm.","SumOfRootVolume.cm3.","STEM","COTS_TOTAL","LEAF_TOTAL","LEAVES_TOTAL","Total.Of.PROJ_AREA_AG","LEAF","TRANSP_DATE","GERM_ID","COLOR","TLD","HD","H_num","HT","L_num","C_num","PWF","L.SFW","CWS","CWD","LWS","LWD","SWS","SWD","RWF","RWD","LWF_A","LWS_A","LWD_A","LWF_B","LWS_B","LWD_B","BWF_A","BWS_A","BWD_A","SWF_A","SWD_A","NOTES","AVG_SEED_WEIGHT","SPECIES","LOCATION_CODE","POP_CODE","SAMPLE_NUM","LETTER","COLOR","POP_ID","SLA","SRL","RMR","RALAR"
"162","HEVI_AZNC_KV_4_H4_G",327.1852,8.9433,28.0962,0.2733,0.192,0.1443,NA,NA,17.6364,17.7807,NA,"6/30/17","C9","G","7/12/17","9/21/17",4,7.2,12,NA,0.6665,0.5155,NA,NA,0.4093,0.0574,0.0091,0.0018,0.1774,0.0115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","4","H4","G","HEVI_AZNC_KV",307.254355400697,284.508869565217,0.166908563134978,0.33465424337674
"163","HEVI_AZNC_KV_5_H4_G",143.8284,3.6567,11.4879,0.2542,0.073,0.1383,NA,NA,14.6055,14.7438,NA,"7/3/17","A5","G","7/13/17","9/26/17",4,7,14,NA,0.42,0.3741,NA,NA,0.3617,0.0461,0.005,7e-04,0.0576,0.0051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","5","H4","G","HEVI_AZNC_KV",316.822125813449,282.016470588235,0.099609375,0.198728295426755
"164","HEVI_AZNC_KV_6_H3_G",37.9589,0.798,2.5069,0.2102,0.013,0.069,0.0856,NA,0.5758,0.7304,NA,"7/3/17","B11","G","7/20/17","8/14/17",3,1.8,4,2,0.0325,0.0192,0.0052,0.0037,0.0121,0.0028,0.002,NA,0.0141,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","6","H3","G","HEVI_AZNC_KV",205.642857142857,237.243125,0.363636363636364,0.522114629678095
"165","HEVI_AZNC_KV_8_H1_G",1.24,0.049,0.1539,0.395,0.002,0.0591,0.2346,NA,NA,0.2937,NA,"7/3/17","B13","G","","7/14/17",1,0.9,NA,2,0.0084,0.0064,0.0062,NA,NA,NA,0.0021,NA,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","8","H1","G","HEVI_AZNC_KV",NA,NA,NA,0.14298220017508
"166","HEVI_AZNC_KV_9_H1_G",5.4227,0.1304,0.4096,0.2404,0.002,0.0702,0.299,NA,NA,0.3692,NA,"7/3/17","B4","G","","7/14/17",1,1.5,NA,2,0.0118,0.0083,0.0081,1e-04,NA,NA,0.0029,1e-04,0.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","9","H1","G","HEVI_AZNC_KV",NA,NA,NA,0.261008807045637
"167","HEVI_AZNC_KV_13_H3_O",40.1383,0.7917,2.4871,0.1972,0.012,0.0531,0.2512,NA,0.5864,0.8907,NA,"7/6/17","D4","O","7/21/17","8/17/17",3,2.6,6,2,0.032,0.0189,1e-04,5e-04,0.0126,0.0013,0.0016,7e-04,0.0112,8e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","13","H3","O","HEVI_AZNC_KV",451.076923076923,501.72875,0.380952380952381,0.470577746077033
"168","HEVI_AZNC_KV_17_H2_O",38.8764,0.8281,2.6017,0.213,0.014,0.0379,0.2423,NA,0.4216,0.7018,NA,"8/9/17","E10","O","8/17/17","8/19/17",2,2.4,4,2,0.0286,NA,0.0028,0.002,0.0129,7e-04,0.0011,NA,0.0103,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","17","H2","O","HEVI_AZNC_KV",602.285714285714,64.794,0.895522388059702,0.541277207660631
"169","HEVI_AZNC_KV_20_H4_O",1081.5429,43.3902,136.3143,0.4012,1.367,NA,NA,3.8742,36.3127,40.1869,3.8742,"8/9/17","G3","O","8/16/17","11/2/17",4,9.5,NA,NA,2.2283,1.1039,NA,NA,1.1401,0.1776,NA,NA,1.2825,0.0861,0.0799,0.0799,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","20","H4","O","HEVI_AZNC_KV",352.2,125.614738675958,0.313432835820895,0.519163742221254
"170","HEVI_AZNC_KV_3_H2_O",14.1494,0.2953,0.9276,0.2087,0.005,0.0641,0.3859,NA,0.2194,0.6694,NA,"6/30/17","A10","O","7/12/17","7/24/17",2,1.8,3,2,0.0363,0.0153,0.0073,1e-04,0.0057,NA,0.0017,NA,0.0049,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","3","H2","O","HEVI_AZNC_KV",NA,128.630909090909,NA,0.306105525033689
"171","HEVI_AZNC_KV_6_H3_O",32.738,0.6646,2.088,0.203,0.011,0.075,0.056,NA,0.2151,0.3461,NA,"7/3/17","A12","O","8/1/17","8/14/17",3,2.3,4,NA,0.016,0.0109,NA,NA,0.0041,0.0014,0.0019,7e-04,0.0119,7e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","6","H3","O","HEVI_AZNC_KV",153.642857142857,467.685714285714,0.333333333333333,0.657564064509746
"172","HEVI_COSW_DE_1_H2_O",2.2598,0.051,0.1601,0.2255,0.001,0.0463,0.1587,NA,0.0526,0.2576,NA,"7/3/17","A8","O","7/18/17","7/27/17",2,1.2,2,2,0.0045,0.0034,0.002,8e-04,3e-04,1e-04,NA,NA,3e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","1","H2","O","HEVI_COSW_DE",526,NA,NA,0.165262475696695
"173","HEVI_COSW_DE_3_H1_O",3.9427,0.102,0.3205,0.2587,0.002,0.0482,0.2819,NA,NA,0.3301,NA,"7/3/17","D10","O","","7/14/17",1,1,NA,2,0.0078,0.0053,0.0054,NA,NA,NA,0.0024,NA,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","3","H1","O","HEVI_COSW_DE",NA,NA,NA,0.23605646841009
"174","HEVI_COSW_DE_4_H4_O",133.6896,3.3287,10.4576,0.249,0.065,NA,NA,1.9154,13.6536,15.569,1.9154,"7/3/17","D9","O","7/25/17","9/25/17",4,6.6,12,NA,0.3503,0.2778,NA,NA,0.1481,0.0408,NA,NA,0.0538,0.0062,0.0269,0.0315,0.0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","4","H4","O","HEVI_COSW_DE",547.257142857143,215.628387096774,0.122772277227723,0.176143128528869
"175","HEVI_COSW_DE_5_H1_O",5.2455,0.1164,0.3656,0.2219,0.002,0.047,0.2411,NA,NA,0.2881,NA,"7/3/17","A4","O","","7/14/17",1,1.3,NA,2,0.0085,0.0072,0.0055,NA,NA,NA,0.0023,NA,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","5","H1","O","HEVI_COSW_DE",NA,NA,NA,0.287762669962917
"176","HEVI_COSW_DE_6_H3_G",24.6604,0.6793,2.1341,0.2755,0.015,0.0497,0.18,NA,0.1722,0.4019,NA,"7/3/17","A3","G","7/8/17","8/14/17",3,1.6,4,2,0.0232,0.0148,0.0036,8e-04,0.0036,9e-04,0.0025,6e-04,0.0081,7e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","6","H3","G","HEVI_COSW_DE",191.333333333333,352.291428571429,0.4375,0.628283388827229
"177","HEVI_COSW_DE_8_H4_O",498.9243,16.8579,52.9605,0.3379,0.447,NA,NA,3.2883,31.7338,35.0221,3.2883,"7/26/17","H4","O","8/3/17","10/19/17",4,7.8,18,NA,1.3023,0.8268,NA,NA,0.8268,0.1475,NA,NA,0.372,0.0353,0.0674,0.0686,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","8","H4","O","HEVI_COSW_DE",288.447368421053,141.338328611898,0.181771369721936,0.324940246723207
"178","HEVI_COSW_DE_9_H3_G",143.4428,3.0324,9.5266,0.2114,0.05,0.0583,0.1392,NA,2.778,2.9755,NA,"7/26/17","F2","G","8/3/17","9/6/17",3,3.4,8,1,0.1285,0.0738,0.0022,NA,0.0652,0.0099,0.0019,NA,0.0556,0.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","9","H3","G","HEVI_COSW_DE",280.606060606061,367.802051282051,0.282608695652174,0.504735431681619
"179","HEVI_COSW_DE_10_H1_G",2.163,0.0621,0.1951,0.2872,0.001,0.0167,0.1377,NA,NA,0.1544,NA,"7/6/17","D3","G","","7/17/17",1,0.6,NA,2,0.0039,0.0023,0.002,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","10","H1","G","HEVI_COSW_DE",NA,NA,NA,0.286836027713626
"180","HEVI_COSW_DE_11_H2_G",12.2431,0.3409,1.0709,0.2784,0.007,0.0329,0.1235,NA,0.0665,0.2229,NA,"7/26/17","E4","G","8/3/17","8/18/17",2,1.6,2,2,0.0068,0.0035,3e-04,NA,6e-04,NA,5e-04,NA,NA,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","11","H2","G","HEVI_COSW_DE",NA,306.0775,NA,0.604647037956722
"181","HEVI_COSW_DE_13_H3_O",41.6581,0.7728,2.4277,0.1855,0.011,0.0709,0.0971,NA,1.6071,1.7751,NA,"7/26/17","F5","O","8/2/17","9/6/17",3,3,7,1,0.048,0.0374,0.0012,NA,0.0357,0.0043,0.0015,NA,0.0103,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","13","H3","O","HEVI_COSW_DE",373.744186046512,694.301666666667,0.122448979591837,0.30330860708819
"182","HEVI_COSW_DE_15_H3_G",39.2083,0.8946,2.8104,0.2282,0.016,0.0594,0.1769,NA,1.5192,1.7555,NA,"7/26/17","E10","G","8/3/17","9/6/17",3,2.9,6,2,0.0541,0.2258,0.2484,0.0399,NA,NA,NA,NA,0.694,0.0093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","15","H3","G","HEVI_COSW_DE",NA,42.1594623655914,NA,0.337572167088034
"183","HEVI_COSW_DE_16_H1_G",2.931,0.0685,0.2152,0.2337,0.001,0.0255,0.11,NA,NA,0.1355,NA,"7/6/17","D1","G","","7/17/17",1,0.6,NA,2,0.004,0.0015,0.0025,NA,NA,NA,NA,NA,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","16","H1","G","HEVI_COSW_DE",NA,NA,NA,0.33578431372549
"184","HEVI_COSW_DE_17_H4_G",156.3416,3.621,11.3758,0.2316,0.066,NA,NA,0.8897,9.746,10.6357,0.8897,"7/26/17","F11","G","8/3/17","10/19/17",4,5.8,13,NA,0.3532,0.2258,0.2484,0.0399,NA,NA,NA,NA,0.0694,0.0093,0.0166,0.0167,0.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","17","H4","G","HEVI_COSW_DE",317.75,168.109247311828,0.768595041322314,0.253985845251706
"185","HEVI_COSW_DE_18_H2_G",23.2963,0.5785,1.8173,0.2483,0.011,0.0744,0.2306,NA,0.108,0.413,NA,"7/26/17","H9","G","7/31/17","8/18/17",2,1.4,2,2,0.0057,0.0057,8e-04,NA,0.0023,NA,0.0018,NA,0.0032,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","18","H2","G","HEVI_COSW_DE",NA,179.202307692308,NA,0.583459404942007
"186","HEVI_COSW_DE_18_H2_O",26.3835,0.5282,1.6593,0.2002,0.008,0.0713,0.1345,NA,0.1231,0.3289,NA,"7/26/17","H12","O","7/31/17","8/18/17",2,1.7,3,2,0.0157,0.0078,0.0021,NA,0.0025,NA,0.0015,NA,0.0073,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,"HEVI","COSW","DE","18","H2","O","HEVI_COSW_DE",NA,263.835,NA,0.61626414654066
"187","HEVI_NMNW_NC_1_H2_G",11.5676,0.2359,0.7411,0.2039,0.004,0.0606,0.3618,NA,0.1925,0.6149,NA,"6/30/17","A2","G","7/12/17","7/24/17",2,2,1,2,0.021,0.0097,0.0047,0.003,0.0032,5e-04,0.0018,3e-04,0.0037,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","1","H2","G","HEVI_NMNW_NC",385,96.3966666666667,0.705882352941176,0.277268453220498
"188","HEVI_NMNW_NC_3_H3_G",49.9995,1.0205,3.2059,0.2041,0.016,0.0774,0.2107,NA,0.3579,0.646,NA,"6/30/17","D9","G","7/19/17","8/11/17",3,2.2,5,2,0.00277,0.0122,0.0045,0.0027,0.0075,0.004,0.0026,0.0018,0.0127,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","3","H3","G","HEVI_NMNW_NC",89.475,199.998,0.384615384615385,0.612361236123612
"189","HEVI_NMNW_NC_4_H4_G",84.9811,1.8435,5.7917,0.2169,0.031,0.1176,NA,NA,13.8373,13.9549,NA,"6/30/17","D8","G","7/19/17","9/21/17",4,5.5,13,NA,0.4149,0.3171,NA,NA,0.2971,0.0378,0.014,0.0018,0.0549,0.0058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","4","H4","G","HEVI_NMNW_NC",366.066137566138,146.519137931034,0.13302752293578,0.116689031800689
"190","HEVI_NMNW_NC_5_H3_O",11.5182,0.2343,0.7362,0.2035,0.004,0.081,NA,NA,0.1598,0.2408,NA,"7/3/17","C12","O","7/14/17","8/14/17",3,1.4,4,NA,0.0188,0.0059,NA,NA,0.0033,0.0013,0.0031,0.0011,0.0083,0.0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","5","H3","O","HEVI_NMNW_NC",122.923076923077,54.8485714285714,0.617647058823529,0.493159334876868
"191","HEVI_NMNW_NC_6_H1_O",3.2776,0.0838,0.2633,0.2557,0.002,0.0737,0.2103,NA,NA,0.284,NA,"7/3/17","B9","O","","7/14/17",1,1.5,NA,2,0.0062,0.005,0.0062,0.005,0.0028,NA,0.033,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","6","H1","O","HEVI_NMNW_NC",NA,NA,NA,0.22784121805329
"192","HEVI_NMNW_NC_7_H2_O",1.2982,0.0413,0.1299,0.3185,0.001,0.045,0.1678,NA,0.0442,0.257,NA,"7/3/17","A4","O","7/20/17","2/27/17",2,1.2,2,2,0.0049,0.0041,0.0031,1e-04,0.0012,NA,0.001,NA,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","7","H2","O","HEVI_NMNW_NC",NA,NA,NA,0.138451223600402
"193","HEVI_NMNW_NC_8_H4_O",204.1922,4.5753,14.3738,0.2241,0.081,0.0819,NA,1.5175,13.7734,15.3728,1.5175,"7/3/17","C4","O","7/20/17","9/25/17",4,7.4,14,NA,0.397,0.291,NA,NA,0.2057,0.2057,0.002,4e-04,0.0544,0.0055,0.0227,0.0237,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","8","H4","O","HEVI_NMNW_NC",489.516129032258,371.258545454546,0.025664955669622,0.229360189692251
"194","HEVI_NMNW_NC_12_H1_O",4.1674,0.1035,0.3251,0.2483,0.002,0.0502,0.1975,NA,NA,0.2477,NA,"7/4/17","B2","O","","7/14/17",1,1.1,NA,2,0.0058,0.0041,0.0029,NA,NA,NA,4e-04,NA,0.0017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","12","H1","O","HEVI_NMNW_NC",NA,NA,NA,0.294703872437358
"195","HEVI_NMNW_NC_13_H3_O",29.1759,0.7469,2.3463,0.256,0.015,NA,0.1489,NA,0.1431,0.292,NA,"7/6/17","F2","O","8/3/17","8/18/17",3,1.3,3,2,0.0186,0.0055,1e-04,NA,0.001,8e-04,NA,NA,0.0098,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","13","H3","O","HEVI_NMNW_NC",178.875,243.1325,0.6,0.718933487342381
"196","HEVI_NMNW_NC_14_H3_O",45.9078,1.1045,3.4698,0.2406,0.021,0.0487,0.1638,NA,0.3762,0.5887,NA,"7/6/17","F6","O","7/31/17","8/18/17",3,1.8,4,2,0.0382,0.0095,9e-04,NA,0.008,0.0013,NA,NA,0.0152,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","14","H3","O","HEVI_NMNW_NC",289.384615384615,459.078,0.434782608695652,0.65231514292464
"197","HEVI_NMNW_NC_16_H4_O",116.7823,2.7277,8.5692,0.2336,0.05,0.1172,NA,18.5079,6.8803,25.5054,18.5079,"7/6/17","H9","O","7/31/17","9/29/17",4,5.6,7,1,0.1725,0.1339,0.002,NA,0.1256,0.0177,0.0015,NA,0.0363,0.0032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","16","H4","O","HEVI_NMNW_NC",NA,364.9446875,0.15311004784689,0.0966135493445636
"198","HEVI_NMNW_NC_17_H1_O",3.5141,0.0848,0.2664,0.2413,0.002,0.0306,0.1222,NA,0.031,0.1838,NA,"7/26/17","H6","O","8/4/17","8/4/17",1,0.7,2,2,0.004,0.0031,0.0045,4e-04,NA,NA,0.0022,0.001,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","17","H1","O","HEVI_NMNW_NC",NA,NA,NA,0.315711094564408
"199","HEVI_NMNW_NC_18_H2_O",25.3273,0.5113,1.6063,0.2019,0.008,0.0353,0.1387,NA,0.1492,0.3232,NA,"7/26/17","H5","O","8/7/17","8/18/17",2,1.3,3,2,0.0135,0.006,0.0011,NA,0.0031,0.004,9e-04,NA,0.007,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","18","H2","O","HEVI_NMNW_NC",37.3,422.121666666667,0.130434782608696,0.612702216896345
"200","HEVI_NMNW_NC_20_H4_G",1127.2074,38.1455,119.8375,0.3384,1.014,NA,NA,3.1001,37.2731,40.3732,3.1001,"7/26/17","G2","G","8/9/17","10/19/17",4,8.1,21,NA,1.8285,0.974,NA,NA,0.974,0.2075,NA,NA,0.7266,0.095,0.0629,0.0653,0.0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","20","H4","G","HEVI_NMNW_NC",250.008064516129,118.653410526316,0.301683073991743,0.485814207316219
"201","HEVI_NMNW_NC_1_H2_O",45.6981,0.9832,3.0888,0.2151,0.017,0.0422,0.2263,NA,0.1367,0.4052,NA,"6/30/17","B3","O","7/12/17","7/24/17",2,1.4,2,2,0.0481,0.0061,0.0035,3e-04,0.0022,0.0011,NA,NA,0.0129,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","1","H2","O","HEVI_NMNW_NC",124.272727272727,456.981,0.476190476190476,0.708153269951023
"202","HEVI_NMNW_NC_5_H3_G",18.4117,0.4051,1.2728,0.22,0.007,0.0475,NA,NA,NA,0.0475,NA,"7/3/17","A1","G","7/14/17","8/14/17",3,1.6,3,NA,0.0102,0.0049,NA,NA,0.0057,0.0011,0.0029,0.0018,0.0036,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,"HEVI","NMNW","NC","5","H3","G","HEVI_NMNW_NC",NA,460.2925,0.266666666666667,NA
"203","HEVI_NMNW_ND_1_H3_G",38.2592,0.9066,2.8482,0.237,0.017,0.0327,0.1458,NA,NA,0.1785,NA,"6/30/17","A5","G","7/21/17","8/11/17",3,1.5,3,2,0.0185,0.0058,0.0027,6e-04,0.0044,9e-04,0.0017,5e-04,0.011,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","1","H3","G","HEVI_NMNW_ND",NA,159.413333333333,0.727272727272727,0.835499032347249
"204","HEVI_NMNW_ND_1_H3_O",43.0703,0.9593,3.0139,0.2227,0.017,0.0468,0.1112,NA,0.4816,0.6396,NA,"6/30/17","C10","O","7/12/17","8/11/17",3,2.6,3,2,0.0257,0.0116,0.0041,0.0018,0.0024,0.0014,0.0016,NA,0.0117,0.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","1","H3","O","HEVI_NMNW_ND",344,187.262173913043,0.621621621621622,0.599974982800676
"205","HEVI_NMNW_ND_2_H1_O",4.8853,0.1855,0.5826,0.3796,0.006,0.0898,0.1787,NA,NA,0.2685,NA,"7/26/17","E4","O","8/3/17","8/4/17",1,1.5,2,2,0.0123,0.0068,0.0058,4e-04,NA,NA,0.0034,7e-04,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","2","H1","O","HEVI_NMNW_ND",NA,NA,NA,0.408590308370044
"206","HEVI_NMNW_ND_4_H4_G",67.8512,1.8475,5.8041,0.2723,0.04,0.1617,NA,NA,7.6149,7.7766,NA,"6/30/17","A3","G","7/21/17","9/21/17",4,6.8,7,NA,0.2707,0.2086,NA,NA,0.2006,0.028,0.0069,0.0012,0.0353,0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","4","H4","G","HEVI_NMNW_ND",271.960714285714,205.609696969697,0.105431309904153,0.191966002015773
"207","HEVI_NMNW_ND_6_H2_G",29.2833,0.8157,2.5626,0.2786,0.018,0.0811,0.2348,NA,0.1498,0.4657,NA,"7/26/17","F12","G","8/3/17","8/18/17",2,1.9,2,2,0.0229,0.0095,0.0036,9e-04,0.0035,8e-04,0.0034,5e-04,0.0135,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","6","H2","G","HEVI_NMNW_ND",187.25,266.211818181818,0.578947368421053,0.63656937724364
"208","HEVI_NMNW_ND_6_H2_O",10.117,0.2035,0.6393,0.2011,0.003,0.1497,NA,NA,0.027,0.1767,NA,"7/26/17","F6","O","8/8/17","8/18/17",2,1.2,2,2,0.0058,0.0044,0.002,5e-04,0.002,4e-04,0.0011,NA,0.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","6","H2","O","HEVI_NMNW_ND",67.5,NA,NA,0.535244608100999
"209","HEVI_NMNW_ND_8_H1_O",3.3823,0.0947,0.2976,0.2801,0.002,0.0482,0.1073,NA,NA,0.1555,NA,"7/26/17","E2","O","","8/4/17",1,1,NA,2,0.0036,0.0027,7e-04,NA,NA,NA,9e-04,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","8","H1","O","HEVI_NMNW_ND",NA,NA,NA,0.378497202238209
"210","HEVI_NMNW_ND_10_H3_G",32.7532,0.7123,2.2377,0.2175,0.012,0.0417,NA,NA,0.886,0.9277,NA,"7/26/17","F7","G","8/7/17","9/6/17",3,2.7,5,NA,0.0293,0.0202,NA,NA,0.0193,0.0017,0.0011,NA,0.0094,8e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","10","H3","G","HEVI_NMNW_ND",521.176470588235,409.415,0.32,0.434329268292683
"211","HEVI_NMNW_ND_11_H3_G",21.3707,0.4574,1.437,0.214,0.008,0.0604,0.0444,NA,1.7477,1.8525,NA,"7/26/17","E3","G","8/8/17","9/6/17",3,3.9,5,1,0.0425,0.0355,4e-04,NA,0.0269,0.0033,0.0019,NA,0.0057,7e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","11","H3","G","HEVI_NMNW_ND",529.606060606061,305.295714285714,0.175,0.198017230183125
"212","HEVI_NMNW_ND_12_H1_G",12.0118,0.3027,0.9511,0.252,0.006,0.0718,0.2153,0.0331,NA,0.3202,0.0331,"7/26/17","F10","G","8/3/17","8/4/17",1,1.5,1,3,0.0105,0.0079,0.0097,7e-04,NA,NA,0.0025,NA,0.0029,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","12","H1","G","HEVI_NMNW_ND",NA,240.236,NA,0.485952801412747
"213","HEVI_NMNW_ND_14_H2_G",25.3288,0.5539,1.7403,0.2187,0.01,0.0467,0.1408,NA,0.1146,0.3021,NA,"7/26/17","G4","G","8/4/17","8/18/17",2,1.4,2,2,0.015,0.0057,0.0021,6e-04,0.0026,5e-04,0.0014,NA,0.008,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","14","H2","G","HEVI_NMNW_ND",229.2,230.261818181818,0.6875,0.647079439252336
"214","HEVI_NMNW_ND_15_H4_O",112.7264,3.6983,11.6186,0.3281,0.095,NA,NA,NA,7.9349,7.9349,NA,"7/26/17","G10","O","8/7/17","10/19/17",4,4.5,28,NA,0.4033,0.2759,NA,NA,0.2749,0.0467,NA,NA,0.0667,0.0077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","15","H4","O","HEVI_NMNW_ND",169.912205567452,146.397922077922,0.141544117647059,0.317909087783241
"215","HEVI_NMNW_ND_16_H1_G",6.4081,0.1706,0.536,0.2663,0.004,0.0487,0.1296,NA,NA,0.1783,NA,"7/26/17","G2","G","8/1/17","8/4/17",1,0.9,1,2,0.0049,0.0035,0.0021,8e-04,NA,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0004075,"HEVI","NMNW","ND","16","H1","G","HEVI_NMNW_ND",NA,NA,NA,0.48896531957581
